Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/910-Dresden-Ave-Louisville-KY-40215/73429965_zpid/,,Single Family,34000,10/30/24,718,sqft,47.35,3900,sqft,,1,910 Dresden Ave,Louisville,40215,KY,USA
https://www.zillow.com/homedetails/3214-Kirby-Ave-Louisville-KY-40211/73604862_zpid/,,Single Family,35000,09/06/24,1276,sqft,27.43,,,4,2,3214 Kirby Ave,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/3401-Niantic-Ct-Louisville-KY-40211/73605028_zpid/,,Single Family,36250,09/30/24,966,sqft,37.53,3598,sqft,,1,3401 Niantic Ct,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/2507-Elliott-Ave-Louisville-KY-40211/73620861_zpid/,,Single Family,37000,11/20/24,1009,sqft,36.67,4356,sqft,,,2507 Elliott Ave,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/3022-Penway-Ave-Louisville-KY-40210/73438457_zpid/,,Single Family,37200,10/08/24,700,sqft,53.14,4961,sqft,,1,3022 Penway Ave,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/1052-S-36th-St-Louisville-KY-40211/73581122_zpid/,,Single Family,37500,10/07/24,836,sqft,44.86,2178,sqft,2,1,1052 S 36th St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/1048-S-36th-St-Louisville-KY-40211/73604393_zpid/,,Single Family,37500,10/07/24,1024,sqft,36.62,1742.4,sqft,2,1,1048 S 36th St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/633-S-36th-St-Louisville-KY-40211/73455928_zpid/,,Single Family,38000,10/31/24,1478,sqft,25.71,4791.6,sqft,4,1,633 S 36th St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/3218-Grand-Ave-Louisville-KY-40211/73604470_zpid/,,Single Family,38000,09/13/24,1090,sqft,34.86,8925,sqft,1,1,3218 Grand Ave,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/7109-Nathan-Hale-Way-Louisville-KY-40272/114023560_zpid/,,Single Family,39188,09/06/24,1016,sqft,38.57,9100,sqft,,1,7109 Nathan Hale Way,Louisville,40272,KY,USA
https://www.zillow.com/homedetails/551-Denmark-St-Louisville-KY-40215/73429832_zpid/,,Single Family,40000,11/18/24,1040,sqft,38.46,3768,sqft,2,1,551 Denmark St,Louisville,40215,KY,USA
