Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/3204-Ten-Broeck-Way-Ten-Broeck-KY-40241/73492338_zpid/,,Single Family,680000,10/28/24,2833,sqft,240.03,2.2,acres,3,3,3204 Ten Broeck Way,Ten Broeck,40241,KY,USA
https://www.zillow.com/homedetails/3803-Tynebrae-Ct-Louisville-KY-40241/73626409_zpid/,,Single Family,680000,10/07/24,3900,sqft,174.36,0.79,acres,3,3,3803 Tynebrae Ct,Louisville,40241,KY,USA
https://www.zillow.com/homedetails/1113-Lake-Bluff-Cir-Louisville-KY-40245/114075422_zpid/,,Single Family,680000,11/20/24,3918,sqft,173.56,0.29,acres,4,4,1113 Lake Bluff Cir,Louisville,40245,KY,USA
https://www.zillow.com/homedetails/15318-Champion-Lakes-Pl-Louisville-KY-40245/114083920_zpid/,,Single Family,679000,09/12/24,3269,sqft,207.71,0.33,acres,4,4,15318 Champion Lakes Pl,Louisville,40245,KY,USA
https://www.zillow.com/homedetails/11608-Conservation-Trl-Louisville-KY-40291/310728248_zpid/,,Single Family,675000,10/10/24,4227,sqft,159.69,0.32,acres,4,4,11608 Conservation Trl,Louisville,40291,KY,USA
https://www.zillow.com/homedetails/2203-Lowell-Ave-Strathmoor-Village-KY-40205/73511808_zpid/,,Single Family,670000,10/18/24,4296,sqft,155.96,6534,sqft,6,4,2203 Lowell Ave,Strathmoor Village,40205,KY,USA
https://www.zillow.com/homedetails/3920-Leland-Rd-Bellewood-KY-40207/114084295_zpid/,,Single Family,670000,10/10/24,2938,sqft,228.05,0.28,acres,4,3,3920 Leland Rd,Bellewood,40207,KY,USA
https://www.zillow.com/homedetails/11106-Rock-Bend-Way-Louisville-KY-40241/114099399_zpid/,,Single Family,670000,09/16/24,4000,sqft,167.5,0.25,acres,6,4,11106 Rock Bend Way,Louisville,40241,KY,USA
https://www.zillow.com/homedetails/2537-Woodbourne-Ave-Louisville-KY-40205/73469222_zpid/,,Single Family,662900,10/11/24,2618,sqft,253.21,0.33,acres,4,3,2537 Woodbourne Ave,Louisville,40205,KY,USA
https://www.zillow.com/homedetails/1207-Winterbranch-Way-Louisville-KY-40245/114090877_zpid/,,Single Family,660000,10/02/24,4297,sqft,153.6,0.27,acres,4,5,1207 Winterbranch Way,Louisville,40245,KY,USA
